ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	term	set
GO:0016363	nuclear matrix	21/951	126/19869	5.51354987258875e-07	5.5043606228011e-05	5.12663409205621e-05	ACTB/ANXA2/ARFGEF1/ARID2/ATXN1/CEBPB/HES1/HNRNPA2B1/HNRNPU/MATR3/NCOR2/NUFIP1/PHB2/RGS12/S100A10/SATB2/SMARCD1/SMARCD2/SPARC/TP53/VIM	21	GO Cellular Component	co_bound_SE_genes
GO:0030863	cortical cytoskeleton	17/951	108/19869	1.42619857169491e-05	0.00113790622146876	0.00105981951916078	ACTB/CALD1/CAPN2/CDH2/CLASP1/COBL/DBN1/EEF1A1/ERC1/GSN/LANCL2/LASP1/MYO1E/PCLO/PPP1R9A/SHROOM3/SPTBN1	17	GO Cellular Component	co_bound_SE_genes
GO:1990907	beta-catenin-TCF complex	6/951	13/19869	1.51974119728715e-05	0.00113790622146876	0.00105981951916078	BCL9/BCL9L/TCF4/TCF7/TLE3/TLE4	6	GO Cellular Component	co_bound_SE_genes
GO:0005938	cell cortex	33/951	312/19869	1.77857721864798e-05	0.00118374194885571	0.00110250985483442	ACTB/CALD1/CAPN2/CDH2/CLASP1/CLIC5/COBL/CORO1C/DBN1/EEF1A1/ERC1/EXOC3/FGF1/FMNL1/FNBP1L/FSCN1/GPSM2/GSN/INSC/LANCL2/LASP1/MYO10/MYO1E/MYO9B/NDFIP1/NEDD9/PCLO/PPP1R9A/PXN/RHOB/SHROOM3/SPTBN1/UNC13B	33	GO Cellular Component	co_bound_SE_genes
GO:0030864	cortical actin cytoskeleton	13/951	80/19869	0.000102079026931548	0.00611453371319972	0.00569493518670741	CALD1/CAPN2/CDH2/COBL/DBN1/EEF1A1/GSN/LANCL2/LASP1/MYO1E/PPP1R9A/SHROOM3/SPTBN1	13	GO Cellular Component	co_bound_SE_genes
GO:0001726	ruffle	21/951	178/19869	0.000126963573792242	0.00645033541729995	0.00600769312216672	AIF1L/ARHGEF4/BCAR1/CDK6/COBL/CORO1C/DIAPH1/EEF1A1/FSCN1/ITGB1/KANK1/MYO10/MYO9B/PSD2/RAB22A/SNX5/SPATA13/SPRY2/SPRY4/THEM4/TLN1	21	GO Cellular Component	co_bound_SE_genes
GO:0005912	adherens junction	21/951	179/19869	0.000137495189159383	0.00645033541729995	0.00600769312216672	ACTB/AFDN/AJUBA/ANXA2/CDC42EP4/CDH2/CDHR3/CNN3/CYTH1/EFNB2/EIF4G2/FRMD5/JAG1/LIMD1/MAGI1/MYO1E/NECTIN3/NOTCH1/SHROOM3/SMAD7/TLN1	21	GO Cellular Component	co_bound_SE_genes
GO:0031252	cell leading edge	38/951	421/19869	0.000139990585016526	0.00645033541729995	0.00600769312216672	ACTB/ACTG2/ACTR3/ADORA1/AIF1L/AJUBA/ARHGEF4/ATF4/BCAR1/BCAS3/CDH2/CDK6/COBL/CORO1C/DBN1/DIAPH1/DPP9/DPYSL3/EEF1A1/FSCN1/GSN/ITGB1/KANK1/KITLG/MYO10/MYO9B/NEDD9/PSD2/PXN/RAB22A/SNX5/SPATA13/SPRY2/SPRY4/SPTBN1/THEM4/TLN1/VIM	38	GO Cellular Component	co_bound_SE_genes
GO:0045121	membrane raft	31/951	326/19869	0.000226492703517921	0.00954667880002053	0.00889155568756855	ADD2/ADTRP/ANK2/ANXA2/ATP1A1/CAPN2/CARD11/CAV2/CDH2/CORO1C/FYN/GHSR/GNAI2/GPM6B/HAS2/IL6ST/ITGB1/LRP6/MAPK1/NOS1AP/PAG1/PTCH1/RGMB/S100A10/SCARB1/SELPLG/SPRED1/STOML3/TRPM8/VDAC1/ZAP70	31	GO Cellular Component	co_bound_SE_genes
GO:0098857	membrane microdomain	31/951	327/19869	0.000239065412354437	0.00954667880002053	0.00889155568756855	ADD2/ADTRP/ANK2/ANXA2/ATP1A1/CAPN2/CARD11/CAV2/CDH2/CORO1C/FYN/GHSR/GNAI2/GPM6B/HAS2/IL6ST/ITGB1/LRP6/MAPK1/NOS1AP/PAG1/PTCH1/RGMB/S100A10/SCARB1/SELPLG/SPRED1/STOML3/TRPM8/VDAC1/ZAP70	31	GO Cellular Component	co_bound_SE_genes
GO:0140297	DNA-binding transcription factor binding	62/941	476/18432	1.03823277850674e-11	9.52059457890676e-09	8.73208410554612e-09	ACTB/AHR/ARID1A/ASXL1/ATF4/ATOH8/BCAS3/BCL2/BCL6/BHLHE40/C1D/CDK5RAP3/CEBPB/CITED2/CXXC5/EP300/ETS1/GSK3B/GTF2A1/GTF2I/HDAC4/HDAC9/HES1/HEY1/HMGA2/HSPB1/JUN/JUND/KLF4/MED25/MEF2C/MYC/NCOR2/NFE2L2/NR4A2/PCNA/PHB2/PPARA/PRKDC/PTMA/RBPJ/SETD6/SOX10/SOX9/SP1/SPEN/SRF/SRI/STAT3/TACC1/TAF12/TAF4/TBX2/TLE4/TP53/TP53BP2/TRIB2/TRIM24/TWIST1/WBP2/ZFPM2/ZMYND8	62	GO Molecular Function	co_bound_SE_genes
GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	48/941	350/18432	4.11711469643294e-10	1.8876970883145e-07	1.73135507497364e-07	ACTB/AHR/ARID1A/ASXL1/ATF4/BCAS3/BHLHE40/C1D/CDK5RAP3/CEBPB/CITED2/EP300/ETS1/GSK3B/GTF2A1/GTF2I/HDAC4/HDAC9/HES1/HEY1/HMGA2/HSPB1/JUN/JUND/KLF4/MED25/MEF2C/NCOR2/NFE2L2/NR4A2/PCNA/PHB2/PPARA/PRKDC/RBPJ/SETD6/SP1/SPEN/SRF/STAT3/TACC1/TAF4/TP53/TP53BP2/TRIB2/TRIM24/WBP2/ZFPM2	48	GO Molecular Function	co_bound_SE_genes
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	52/941	468/18432	1.13319259775103e-07	2.7278347211044e-05	2.50191120032419e-05	ATF4/BACH1/CEBPB/CREB3/DMRT1/ETS1/ETV1/ETV5/ETV6/FOSL1/FOSL2/GLIS3/GMEB1/GTF2I/HOXA1/HOXB3/JUN/JUND/KLF4/KLF6/MAFG/MECOM/MEF2C/MEIS1/MYBL1/MYC/NFE2L2/NR4A2/NRF1/POU3F2/PPARA/RBPJ/SATB2/SOX10/SOX11/SOX2/SOX21/SOX9/SP1/SREBF1/SRF/STAT3/TCF4/TFCP2L1/THAP11/TP53/TP63/VEZF1/ZFAT/ZNF131/ZNF143/ZNF48	52	GO Molecular Function	co_bound_SE_genes
GO:0003714	transcription corepressor activity	29/941	191/18432	1.36112579269108e-07	2.7278347211044e-05	2.50191120032419e-05	AJUBA/ATF7IP/BTG2/C1D/CCND1/CITED2/DNAJB1/DRAP1/HDAC9/HDGF/HMGA2/HNRNPU/IRF2BP2/IRF2BPL/KCTD1/LIMD1/NCOR2/PHF12/RCOR2/RERE/SFMBT2/SPEN/TBL1XR1/TLE3/TLE4/TOB1/WWTR1/ZFPM2/ZMYND8	29	GO Molecular Function	co_bound_SE_genes
GO:0001216	DNA-binding transcription activator activity	52/941	472/18432	1.48736898642552e-07	2.7278347211044e-05	2.50191120032419e-05	ATF4/BACH1/CEBPB/CREB3/DMRT1/ETS1/ETV1/ETV5/ETV6/FOSL1/FOSL2/GLIS3/GMEB1/GTF2I/HOXA1/HOXB3/JUN/JUND/KLF4/KLF6/MAFG/MECOM/MEF2C/MEIS1/MYBL1/MYC/NFE2L2/NR4A2/NRF1/POU3F2/PPARA/RBPJ/SATB2/SOX10/SOX11/SOX2/SOX21/SOX9/SP1/SREBF1/SRF/STAT3/TCF4/TFCP2L1/THAP11/TP53/TP63/VEZF1/ZFAT/ZNF131/ZNF143/ZNF48	52	GO Molecular Function	co_bound_SE_genes
GO:0001221	transcription coregulator binding	20/941	109/18432	5.65213723441816e-07	8.63834973993576e-05	7.92290815842125e-05	AHR/BCL6/CBX3/CREB3/EP300/ETS1/HDGF/HES1/JUND/MED25/MYC/NFE2L2/PER2/PHF12/PPARA/SP1/SREBF1/TWIST1/UBE2I/VGLL4	20	GO Molecular Function	co_bound_SE_genes
GO:0008013	beta-catenin binding	17/941	87/18432	1.58914967246341e-06	0.000208178607092706	0.000190936930571167	AMER3/BCL9/BCL9L/CDH2/EP300/GSK3B/KANK1/KDM6B/KLF4/NR4A2/PXN/SALL1/SMAD7/SOX9/TBL1XR1/TCF4/TCF7	17	GO Molecular Function	co_bound_SE_genes
GO:0001217	DNA-binding transcription repressor activity	37/941	327/18432	5.01099164746119e-06	0.000574384917590239	0.00052681346398967	BACH1/BCL6/BHLHE40/CEBPB/ETV6/FOXD3/FOXK1/GLIS3/HDGF/HES1/HEY1/INSM1/JUN/MYC/NACC2/NFX1/NR2F1/PPARA/PRDM1/SALL1/SOX6/SREBF2/TBX2/TCF7/TGIF1/THAP11/TP53/TRPS1/ZBTB2/ZBTB20/ZBTB4/ZEB1/ZNF131/ZNF217/ZNF3/ZNF425/ZNF436	37	GO Molecular Function	co_bound_SE_genes
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	35/941	323/18432	2.27910198790782e-05	0.00232215169212386	0.00212982747174076	BACH1/BCL6/BHLHE40/CEBPB/ETV6/FOXD3/FOXK1/GLIS3/HDGF/HES1/HEY1/INSM1/JUN/MYC/NACC2/NFX1/NR2F1/PPARA/PRDM1/SALL1/SREBF2/TBX2/TGIF1/THAP11/TP53/TRPS1/ZBTB2/ZBTB20/ZBTB4/ZEB1/ZNF131/ZNF217/ZNF3/ZNF425/ZNF436	35	GO Molecular Function	co_bound_SE_genes
GO:0045296	cadherin binding	35/941	333/18432	4.3119655647969e-05	0.00395407242291876	0.00362658998555023	AFDN/ANXA2/ATXN2L/BZW2/CALD1/CDH2/CDH4/CDHR3/CNN3/DBN1/DNAJB1/EEF1G/EIF4G2/EIF5/ERC1/EXOC3/FASN/FMNL2/FNBP1L/FSCN1/HSP90AB1/ITGB1/LASP1/MICALL1/PPFIBP1/PPL/PTPN1/RPL29/RTN4/SCYL1/SH3GL1/SNX5/SPTBN1/TES/TLN1	35	GO Molecular Function	co_bound_SE_genes
GO:0051015	actin filament binding	26/941	219/18432	5.53199803347652e-05	0.00461167472427088	0.00422972863994999	ACTR3/ACTR3C/ADD2/AFDN/AIF1L/AJUBA/ARPC5L/CORO1C/CORO2B/DBN1/FMNL1/FMNL2/FMNL3/FSCN1/GSN/LASP1/MARCKSL1/MYO10/MYO1E/MYO9B/PICK1/PPP1R9A/SHROOM3/SPTBN1/TLN1/TRIOBP	26	GO Molecular Function	co_bound_SE_genes
GO:0140296	general transcription initiation factor binding	11/941	53/18432	6.13239193864651e-05	0.00468616950644904	0.00429805364822681	AHR/ATF4/DRAP1/GTF2A1/HNRNPU/JUN/TAF12/TAF13/TCF4/TP53/ZNHIT6	11	GO Molecular Function	co_bound_SE_genes
GO:0042826	histone deacetylase binding	18/941	128/18432	8.84152945764807e-05	0.00623667885589483	0.00572014739810592	CCND1/CEBPB/HDAC4/HDAC9/HES1/HNRNPD/HSP90AB1/INSM1/MEF2C/NACC2/NCOR2/NIPBL/PRDM1/SATB2/SP1/SRF/TBX2/TP53	18	GO Molecular Function	co_bound_SE_genes
GO:0097371	MDM2/MDM4 family protein binding	5/941	11/18432	0.00012245964422395	0.00802110669666874	0.00735678614548392	CDK5RAP3/PPARA/RPL37/TP53/TP63	5	GO Molecular Function	co_bound_SE_genes
DOID:5520	head and neck squamous cell carcinoma	27/610	208/10312	9.38535886184854e-05	0.0132255910880281	0.0112131777809618	ALDH1A1/ARHGEF12/BCL2/CAV2/CCND1/CCNL1/CSF1/FANCC/IL6ST/ING1/ITGB1/KLF4/LIMD1/MYC/NEDD9/NOTCH1/PREP/SERPINE1/SLC7A5/SOCS3/SOX2/STAT3/TGFA/TP53/TP63/VAV2/WRAP53	27	Disease Ontology	co_bound_SE_genes
DOID:3620	central nervous system cancer	25/610	191/10312	0.000147985515143474	0.0132255910880281	0.0112131777809618	ARL4D/AURKB/BCL2/BCR/CARD11/CCND1/CDK6/DPP9/ETV6/FASN/GADD45A/GPSM2/HES1/HNRNPL/INSM1/MMP7/MN1/MYC/NOTCH1/PCNA/PRKCA/PTCH1/SPARC/TP53/YWHAG	25	Disease Ontology	co_bound_SE_genes
DOID:3070	high grade glioma	38/610	347/10312	0.000166872359697837	0.0132255910880281	0.0112131777809618	ACTR3/ARL4A/ATG7/BCL2/BCL2L11/CALD1/CAV2/CCND1/CDK6/CEBPB/CHAF1A/CSF1/FABP7/FSCN1/IL6ST/ING1/ITGB1/JUN/LGALS3/MCM7/MMP7/MYC/NDRG4/NRP2/PIK3R3/PRKCA/PTN/PTPRZ1/RHOB/SEMA3A/SERPINE1/SH3GL1/SLC7A5/SOX6/STAT3/STAT5A/STMN1/TP53	38	Disease Ontology	co_bound_SE_genes
DOID:3717	gastric adenocarcinoma	18/610	119/10312	0.000205845775689153	0.0132255910880281	0.0112131777809618	ARID1A/BCL2/CCND1/HSPB1/JUN/KLF4/KMT2D/MAPK1/MYC/PCNA/PMEPA1/PTMA/PTPRZ1/S100A2/SLC7A5/STAT3/TGFA/TP53	18	Disease Ontology	co_bound_SE_genes
DOID:11934	head and neck cancer	31/610	276/10312	0.000423975508061669	0.0200785661106158	0.0170234003067682	ALDH1A1/ARHGEF12/BCL2/CAV2/CCND1/CCNL1/COL18A1/CSF1/FANCC/IL6ST/ING1/ITGB1/JAG1/KLF4/LIMD1/MYC/NEDD9/NOTCH1/PREP/SERPINE1/SLC7A5/SOCS3/SOX2/SPECC1/STAT3/STAT5A/TGFA/TP53/TP63/VAV2/WRAP53	31	Disease Ontology	co_bound_SE_genes
DOID:1542	head and neck carcinoma	30/610	269/10312	0.00058832719939668	0.0200785661106158	0.0170234003067682	ALDH1A1/ARHGEF12/BCL2/CAV2/CCND1/CCNL1/COL18A1/CSF1/FANCC/IL6ST/ING1/ITGB1/KLF4/LIMD1/MYC/NEDD9/NOTCH1/PREP/SERPINE1/SLC7A5/SOCS3/SOX2/SPECC1/STAT3/STAT5A/TGFA/TP53/TP63/VAV2/WRAP53	30	Disease Ontology	co_bound_SE_genes
DOID:3068	glioblastoma	18/610	130/10312	0.000620950117816974	0.0200785661106158	0.0170234003067682	ACTR3/BCL2/BCL2L11/CCND1/CDK6/FABP7/ING1/LGALS3/MMP7/MYC/NDRG4/PTN/PTPRZ1/RHOB/SLC7A5/STAT3/STAT5A/TP53	18	Disease Ontology	co_bound_SE_genes
DOID:2621	autonomic nervous system neoplasm	39/610	386/10312	0.00070314044745347	0.0200785661106158	0.0170234003067682	ARID1A/AURKB/BCL2/BCL2L11/BTG2/CCND1/CHAF1A/DUSP1/FYN/GMEB1/GSK3B/HEY1/HSPB1/ID1/ING1/ITGB1/JUN/KCNH2/KLF4/MAPK1/MCM7/MTFP1/MYC/NEDD9/NOTCH1/ODC1/PREP/PRKCA/PTCH1/PTN/SCG2/SHC3/SNRPE/SP1/SPRY2/STAT3/TGFA/TP53/VIM	39	Disease Ontology	co_bound_SE_genes
DOID:769	neuroblastoma	39/610	386/10312	0.00070314044745347	0.0200785661106158	0.0170234003067682	ARID1A/AURKB/BCL2/BCL2L11/BTG2/CCND1/CHAF1A/DUSP1/FYN/GMEB1/GSK3B/HEY1/HSPB1/ID1/ING1/ITGB1/JUN/KCNH2/KLF4/MAPK1/MCM7/MTFP1/MYC/NEDD9/NOTCH1/ODC1/PREP/PRKCA/PTCH1/PTN/SCG2/SHC3/SNRPE/SP1/SPRY2/STAT3/TGFA/TP53/VIM	39	Disease Ontology	co_bound_SE_genes
DOID:3910	lung adenocarcinoma	29/610	263/10312	0.000866283427167856	0.0222634840782139	0.0188758599393417	AHR/ARID1A/BHLHE40/CCND1/CDK5RAP3/CDK6/DUSP4/ETS1/EYA2/HSPB1/IL6ST/ITGB1/KLF6/LGALS3/MAPK1/MYC/NOTCH1/PRDM1/PTCH1/PTN/PXN/S100A2/SLC7A5/SNRPE/SOX9/STMN1/TP53/TP63/WRAP53	29	Disease Ontology	co_bound_SE_genes
